"ProductKey","CurrencyAlternateKey","FIRST_NAME","LAST_NAME","OrderDateKey","OrderQuantity","UnitPrice","SecretCode"
"346","GBP","Mayra","Prasad","20110106","1","3399,99","760ca64e71"
"346","USD","Garrett","Cooper","20110106","1","3399,99","f7b716fd6a"
"314","AUD","Rosa","Zheng","20110106","1","3578,27","f25b6772d9"
"350","AUD","Alejandro","Beck","20110106","1","3374,99","3070d1d291"
"312","USD","Patrick","Cook","20110106","1","3578,27","4ed3818edd"
"312","USD","Richard","Brooks","20110107","1","3578,27","ff45a2e247"
"310","AUD","Casey","Pal","20110107","1","3578,27","5a24328fc9"
"346","AUD","Ruben","Torres","20110107","1","3399,99","b40d636bdb"
"311","DEM","Lindsey","Andersen","20110108","1","3578,27","788ec2753d"
"312","FRF","Melody","Ramos","20110108","1","3578,27","ea036805bf"
"310","GBP","Phillip","Sai","20110108","1","3578,27","17ffa45495"
"312","AUD","Cory","Arun","20110108","1","3578,27","8cab2d2615"
"310","USD","Jeremiah","Martinez","20110109","1","3578,27","e558d472aa"
"314","GBP","Tamara","Lal","20110109","1","3578,27","8e5ec6d4c4"
"347","AUD","Marco","Mehta","20110109","1","3399,99","cb11798262"
"313","AUD","Haley","Ward","20110109","1","3578,27","b8650a66b5"
"311","AUD","Manuel","Fernandez","20110110","1","3578,27","b9513be9ec"
"312","AUD","Kelvin","Liang","20110110","1","3578,27","7ce4d1f9ba"
"314","USD","Christian","Jackson","20110111","1","3578,27","f90bb953a6"
"313","USD","Alexandria","Hughes","20110111","1","3578,27","b193ec5213"
"314","USD","Paige","Murphy","20110111","1","3578,27","3f15a1b67d"
"311","FRF","Stacey","Lu","20110111","1","3578,27","61c057518d"
"313","FRF","Darrell","Raji","20110111","1","3578,27","5f58694c37"
"311","DEM","Luke","Adams","20110111","1","3578,27","33c720a167"
"310","AUD","Tabitha","Arthur","20110111","1","3578,27","0259082f1d"
"312","USD","Morgan","Phillips","20110112","1","3578,27","676a44bbbd"
"311","USD","Kayla","Long","20110112","1","3578,27","3ed90e6d2f"
"332","GBP","Cedric","Liang","20110112","1","699,0982","a96c609704"
"350","AUD","Shannon","Wang","20110112","1","3374,99","e792395e31"
"310","USD","Jackson","Li","20110113","1","3578,27","6dd43f8a43"
"310","DEM","Jon","Chander","20110113","1","3578,27","2ca638b448"
"314","AUD","Tiffany","Gao","20110113","1","3578,27","a0f6f24337"
"310","AUD","Brenda","Fernandez","20110113","1","3578,27","1a69e69fa4"
"314","USD","Courtney","Carter","20110114","1","3578,27","6580915c7a"
"313","AUD","Martha","Liang","20110114","1","3578,27","22b7ba2463"
"310","AUD","Ebony","Ashe","20110114","1","3578,27","bb6ddc17af"
"346","AUD","Jacquelyn","Suarez","20110114","1","3399,99","211c19f14b"
"313","AUD","Krystal","Holt","20110115","1","3578,27","7d7b5e80ec"
"350","AUD","Eugene","Huang","20110115","1","3374,99","f1d8cfe2d4"
"312","USD","Evan","Bailey","20110116","1","3578,27","fad4598595"
"312","CAD","Gabrielle","Jenkins","20110116","1","3578,27","401fd94899"
"312","USD","Warren","Ye","20110116","1","3578,27","9da24c3482"
"330","USD","Ashley","Washington","20110116","1","699,0982","6ea0f8626a"
"312","AUD","Damien","Huang","20110116","1","3578,27","d1ea29eb16"
"314","AUD","Arthur","Perez","20110116","1","3578,27","1db9eda31a"
"313","AUD","Roy","Raman","20110116","1","3578,27","9120da56b6"
"347","AUD","Jessie","Zhao","20110116","1","3399,99","3feba25309"
"314","DEM","James","Flores","20110117","1","3578,27","380a64e52f"
"311","AUD","Troy","Sai","20110117","1","3578,27","2743026918"
"345","AUD","Clarence","Rai","20110117","1","3399,99","e37c3f1f64"
"326","AUD","Warren","Zhang","20110117","1","699,0982","4a51131667"
"311","FRF","Melody","Diaz","20110118","1","3578,27","4a9a56e46d"
"312","AUD","Monique","Ramos","20110118","1","3578,27","7efdc28bd7"
"312","AUD","Melvin","She","20110118","1","3578,27","d8a9ba5e31"
"312","AUD","Cameron","Thompson","20110118","1","3578,27","6337c677d6"
"310","USD","Jessica","Sanchez","20110119","1","3578,27","9b941405c9"
"311","FRF","Ivan","Raman","20110119","1","3578,27","b66332f656"
"344","DEM","Don","Lal","20110119","1","3399,99","71ae1a7552"
"351","GBP","Latoya","Goel","20110119","1","3374,99","6a49eb8340"
"351","USD","Tristan","Butler","20110119","1","3374,99","e1613dfa80"
"344","USD","Abigail","Perry","20110119","1","3399,99","24acf2411c"
"314","AUD","Dustin","Lal","20110119","1","3578,27","962ff56d48"
"312","AUD","Andres","Lal","20110119","1","3578,27","de5d79c492"
"344","AUD","Jon","Yang","20110119","1","3399,99","c8709c6e37"
"347","AUD","Jimmy","Moreno","20110119","1","3399,99","907fd8f08e"
"312","USD","Maria","Henderson","20110120","1","3578,27","9050bd396a"
"342","FRF","Jaime","Gomez","20110120","1","699,0982","8350788241"
"312","AUD","Francis","Ramos","20110120","1","3578,27","133c79b532"
"310","AUD","Tonya","She","20110120","1","3578,27","0046600cbf"
"312","AUD","Danny","Gomez","20110120","1","3578,27","76edd932e4"
"311","CAD","Brittany","Gonzales","20110121","1","3578,27","773db46e2c"
"311","GBP","Blake","Butler","20110121","1","3578,27","7e7818ef44"
"312","FRF","Armando","Moreno","20110121","1","3578,27","94f13984ef"
"314","CAD","Alexa","Sanders","20110122","1","3578,27","771cc4ba7f"
"310","GBP","Savannah","Morris","20110122","1","3578,27","80144de069"
"328","USD","Samuel","Hernandez","20110122","1","699,0982","7077e0ee87"
"312","AUD","Sandra","Huang","20110122","1","3578,27","de9a8fa584"
"312","FRF","Ernest","Lin","20110123","1","3578,27","20fe0b3f4c"
"313","DEM","Allen","Garcia","20110123","1","3578,27","3a4ccf8f62"
"310","AUD","Fernando","Thompson","20110123","1","3578,27","45310534ad"
"345","AUD","Elizabeth","Johnson","20110123","1","3399,99","ef82481747"
"346","AUD","Harold","Sai","20110123","1","3399,99","43c590b577"
"312","USD","Bianca","Zheng","20110124","1","3578,27","c151849efe"
"350","FRF","Frederick","Suri","20110124","1","3374,99","b3f4fe6dbf"
"350","USD","Tristan","Perry","20110124","1","3374,99","4e068e7e8a"
"311","AUD","Jordyn","Simmons","20110124","1","3578,27","28cedca688"
"314","AUD","Dawn","Tang","20110124","1","3578,27","d0c80c54d5"
"310","AUD","Yolanda","Chander","20110124","1","3578,27","42078c9f72"
"312","AUD","Dominique","Garcia","20110124","1","3578,27","a314b9ea16"
"346","AUD","Janet","Alvarez","20110124","1","3399,99","8fb2540fff"
"312","USD","Jeremy","Murphy","20110125","1","3578,27","6b134c8c05"
"310","USD","Aaron","Collins","20110125","1","3578,27","d32f70bae7"
"313","USD","Katelyn","Allen","20110125","1","3578,27","5a9a6bd8ef"
"342","GBP","Armando","Navarro","20110125","1","699,0982","6b2818bae8"
"338","USD","Marcel","Truempy","20110125","1","699,0982","11a2faa897"
"313","AUD","Levi","Sai","20110125","1","3578,27","3d387f4156"
"348","AUD","Rob","Verhoff","20110125","1","3374,99","f17a3186d7"
"338","AUD","Anthony","Walker","20110125","1","699,0982","e51dfdf47a"
"310","USD","Miguel","Martinez","20110126","1","3578,27","6a5a19d5b0"
"310","USD","Jack","Edwards","20110126","1","3578,27","9cde66cb3f"
"311","AUD","Raul","Sharma","20110126","1","3578,27","b6bcb65b21"
"349","AUD","Jill","Jimenez","20110126","1","3374,99","4e476eecf5"
"310","GBP","Isaiah","Cox","20110126","1","3578,27","9f58b3eb41"
"310","CAD","Arianna","Flores","20110127","1","3578,27","de0aa7514d"
"348","FRF","Ramon","Zheng","20110127","1","3374,99","9cf6b556db"
"348","CAD","Sara","James","20110127","1","3374,99","cd03368ac6"
"324","CAD","Isabella","Green","20110127","1","699,0982","861081e487"
"350","AUD","Shannon","Carlson","20110127","1","3374,99","dc311b8f8b"
"313","USD","Miranda","Alexander","20110128","1","3578,27","37727f6ea6"
"311","USD","Jennifer","Young","20110128","1","3578,27","25d83873bc"
"326","FRF","Misty","Yuan","20110128","1","699,0982","158d168bba"
"314","DEM","Craig","Jiménez","20110128","1","3578,27","244b9386cf"
"312","AUD","Jaime","Sutton","20110128","1","3578,27","672129d050"
"313","CAD","Paige","Morris","20110129","1","3578,27","27386b350d"
"314","FRF","Brandi","Gill","20110129","1","3578,27","0804d2d561"
"313","USD","Justin","Taylor","20110129","1","3578,27","77ed4e49c8"
"313","AUD","Ariana","Stewart","20110129","1","3578,27","b8a01d289b"
"310","DEM","Mitchell","Jai","20110129","1","3578,27","ebfcfa72e9"
"312","USD","Rachel","Foster","20110130","1","3578,27","679d4e0493"
"310","FRF","Kaitlyn","Henderson","20110130","1","3578,27","e092abd650"
"314","AUD","Shane","Raman","20110130","1","3578,27","19480e2315"
"351","AUD","Gilbert","Raje","20110131","1","3374,99","0f1c6d78c1"
"314","AUD","Stacey","Gao","20110131","1","3578,27","f6487367c9"
"313","AUD","Elijah","Li","20110131","1","3578,27","7f8682f551"
"322","AUD","Gloria","Diaz","20110131","1","699,0982","8ffde36636"
"312","USD","Philip","Gomez","20110201","1","3578,27","bcc2f96e4d"
"314","AUD","Alan","Xu","20110201","1","3578,27","b9a333214e"
"347","AUD","Theresa","Ramos","20110201","1","3399,99","6f52635429"
"346","AUD","Ebony","Gonzalez","20110201","1","3399,99","56c5d1d9ea"
"334","GBP","Virginia","Srini","20110202","1","699,0982","406362cbfb"
"311","USD","Carrie","Gill","20110202","1","3578,27","51dfc7abce"
"312","AUD","Kendra","Rubio","20110202","1","3578,27","32471ed649"
"310","AUD","Kristine","Alonso","20110202","1","3578,27","9adbfa8fb7"
"312","AUD","Emily","Jones","20110202","1","3578,27","31e7ec853e"
"336","AUD","Sharon","Sharma","20110202","1","699,0982","efc2b3855a"
"314","GBP","Marie","Sanz","20110203","1","3578,27","f16742bd5d"
"310","AUD","Jessie","Ortega","20110203","1","3578,27","02eca92789"
"338","USD","Natalie","Hernandez","20110203","1","699,0982","7aad17b1a5"
"344","AUD","Deanna","Munoz","20110203","1","3399,99","30fbb0c2d5"
"310","AUD","Kristi","Arthur","20110203","1","3578,27","02a19a54d9"
"313","AUD","Lawrence","Romero","20110203","1","3578,27","cf3d42f624"
"310","AUD","Suzanne","Lu","20110203","1","3578,27","c41feeddd7"
"345","AUD","Jaclyn","Lu","20110203","1","3399,99","9d9fdc85ba"
"310","USD","Sophia","Hall","20110204","1","3578,27","7e93bfad1e"
"311","USD","Rachel","Robinson","20110204","1","3578,27","69d3c3ed71"
"311","AUD","Claudia","Zeng","20110204","1","3578,27","1d2b7abd66"
"312","AUD","Renee","Romero","20110204","1","3578,27","19b5354177"
"342","GBP","Colleen","Chavez","20110205","1","699,0982","581b4b3431"
"311","GBP","Virginia","Mehta","20110205","1","3578,27","8058bb2997"
"314","GBP","Andre","Sara","20110205","1","3578,27","c6ed378b4f"
"344","AUD","Bethany","Yuan","20110205","1","3399,99","e9bd1575d9"
"313","USD","Amanda","Wood","20110206","1","3578,27","7e29d5dd64"
"312","AUD","Ashlee","Raje","20110206","1","3578,27","5c2406c20e"
"348","AUD","Wendy","Dominguez","20110206","1","3374,99","fa3c27f4d1"
"349","AUD","Christine","Yuan","20110206","1","3374,99","ee51029886"
"311","USD","Kari","Navarro","20110207","1","3578,27","d12ef4849e"
"312","USD","Logan","Williams","20110207","1","3578,27","74afaf76cc"
"314","AUD","Robin","Dominguez","20110207","1","3578,27","a16d3fe7b6"
"312","AUD","Krista","Moreno","20110207","1","3578,27","978d24f8de"
"351","AUD","Diana","Hernandez","20110207","1","3374,99","c76de0774a"
"347","AUD","Marc","Martin","20110207","1","3399,99","a853e0ca1f"
"313","USD","Jack","Mitchell","20110208","1","3578,27","50c245b4bb"
"313","USD","Olivia","Bennett","20110208","1","3578,27","4d0c1ac635"
"310","USD","Trevor","Ross","20110208","1","3578,27","a1807a4602"
"311","AUD","Joel","Perez","20110208","1","3578,27","89b25040a2"
"314","AUD","Alvin","She","20110208","1","3578,27","01e24354b2"
"314","CAD","Thomas","Roberts","20110209","1","3578,27","d6f0fc39f0"
"312","USD","Xavier","Lee","20110209","1","3578,27","07a492f1ff"
"312","GBP","Mario","Xie","20110209","1","3578,27","a88aa163e5"
"312","DEM","Paula","Ortega","20110209","1","3578,27","35ee417a4b"
"310","USD","Gabrielle","Turner","20110209","1","3578,27","d99c7ebfac"
"312","AUD","Denise","Sanchez","20110209","1","3578,27","a9a9a71bbe"
"310","USD","Jason","Gonzalez","20110210","1","3578,27","8cbc4b389a"
"322","USD","Anna","Price","20110210","1","699,0982","7a117ebda7"
"351","AUD","Jeremy","Powell","20110210","1","3374,99","6fdfaebe2c"
"314","AUD","Sophia","Nelson","20110210","1","3578,27","dd1e762387"
"342","AUD","Mario","Shan","20110210","1","699,0982","b684daeb57"
"314","USD","Christopher","Martin","20110211","1","3578,27","9598095d9f"
"311","DEM","Brad","Sharma","20110211","1","3578,27","5c6c60b62d"
"313","DEM","Cara","Liang","20110211","1","3578,27","f0af0271e1"
"310","USD","Ian","Morris","20110211","1","3578,27","5f2b322306"
"310","USD","Joseph","Brown","20110212","1","3578,27","26fe2e7c60"
"344","GBP","Alexis","Coleman","20110212","1","3399,99","64ed508a33"
"312","USD","Kaitlyn","Foster","20110212","1","3578,27","21b24fe53a"
"344","USD","Melanie","Ross","20110212","1","3399,99","6491a2a4e2"
"310","AUD","Lee","Blanco","20110212","1","3578,27","58c76b10ee"
"311","AUD","Dennis","Ye","20110212","1","3578,27","d86928bd79"
"314","AUD","Savannah","Scott","20110214","1","3578,27","c6e53653a8"
"314","USD","Olivia","Jackson","20110215","1","3578,27","63a1223cd4"
"312","CAD","Dalton","Brown","20110215","1","3578,27","ace14a600f"
"310","USD","Mary","Howard","20110215","1","3578,27","3758a103f2"
"310","USD","Jason","Lopez","20110215","1","3578,27","f16af1d597"
"348","AUD","Jaime","Nath","20110215","1","3374,99","18125786e7"
"311","USD","Jay","Sanchez","20110215","1","3578,27","3251692d4f"
"311","USD","Samantha","Ross","20110216","1","3578,27","746e070f28"
"313","USD","Jimmy","Navarro","20110216","1","3578,27","33a05bed9f"
"336","USD","Melanie","Foster","20110216","1","699,0982","9fcd4fd197"
"342","DEM","Kelli","Chen","20110216","1","699,0982","d1fcd4ce57"
"310","USD","Kyle","Lopez","20110216","1","3578,27","31c5ce5493"
"334","CAD","Miranda","Price","20110216","1","699,0982","c9c698ea99"
"310","AUD","Lacey","Guo","20110216","1","3578,27","65b152eb90"
"320","AUD","Trisha","Lu","20110216","1","699,0982","7944ffbcf1"
"312","USD","Angel","Carter","20110217","1","3578,27","98f9f15088"
"314","USD","Alexandria","Brooks","20110217","1","3578,27","4dc5ad3b22"
"310","GBP","Jan","Watson","20110217","1","3578,27","b77f268eb0"
"310","DEM","Lindsay","Luo","20110217","1","3578,27","5bdfed3c02"
"349","AUD","Heidi","Lopez","20110217","1","3374,99","9f8abcf68a"
"312","AUD","Bryan","Stewart","20110217","1","3578,27","4e53ce720a"
"313","USD","Andrea","Sanders","20110218","1","3578,27","2735d5a5ee"
"311","GBP","Dominic","Gonzalez","20110218","1","3578,27","f0e5bc9cce"
"350","GBP","Claudia","Zhou","20110218","1","3374,99","a18cbdf724"
"310","USD","Jack","Young","20110218","1","3578,27","e8e2b1d894"
"350","USD","Noah","King","20110218","1","3374,99","f8b1ed49c6"
"310","AUD","Laura","Zheng","20110218","1","3578,27","71f9bf7bfe"
"311","AUD","Dalton","Lee","20110218","1","3578,27","a48c6c69bb"
"348","AUD","Denise","Stone","20110218","1","3374,99","450172b10b"
"313","CAD","Alisha","Ye","20110219","1","3578,27","9e1f85bfe7"
"349","CAD","Gabrielle","Long","20110219","1","3374,99","2c98e224a7"
"314","AUD","Rosa","Lu","20110219","1","3578,27","7d7555da1e"
"314","AUD","Kellie","Sanz","20110219","1","3578,27","6d79d6a434"
"310","AUD","Derek","Goel","20110219","1","3578,27","1fb6d41ce6"
"310","CAD","Lucas","Collins","20110220","1","3578,27","ed5a1e83ad"
"312","AUD","Natasha","Gutierrez","20110220","1","3578,27","542531fa3c"
"350","AUD","Alan","Zheng","20110220","1","3374,99","941ccfa83a"
"311","FRF","Randall","Dominguez","20110221","1","3578,27","56782ec2b7"
"313","GBP","Teresa","Ramos","20110221","1","3578,27","4991b9eb59"
"344","GBP","Robin","Alvarez","20110221","1","3399,99","2a45348a46"
"314","AUD","Ethan","Coleman","20110221","1","3578,27","9b900f3284"
"313","AUD","Patricia","Raman","20110221","1","3578,27","c7db1e7b88"
"312","AUD","Derrick","Serrano","20110221","1","3578,27","25b1c15b13"
"310","AUD","Preston","Sai","20110221","1","3578,27","d6a120a691"
"328","AUD","Edwin","Xu","20110221","1","699,0982","1094ec5788"
"344","USD","Jessica","Lewis","20110221","1","3399,99","218a4f9478"
"342","FRF","Mayra","Perez","20110222","1","699,0982","f66d1a62e3"
"351","AUD","Carl","Andersen","20110222","1","3374,99","d5055ded76"
"313","AUD","Mitchell","Pal","20110222","1","3578,27","a1f1357544"
"313","GBP","Warren","Goel","20110223","1","3578,27","aec442f906"
"311","GBP","Sandra","Li","20110223","1","3578,27","b534b1816c"
"314","GBP","Claudia","Gao","20110223","1","3578,27","75bb26389f"
"344","FRF","Alisha","Zhang","20110223","1","3399,99","bb39b114e2"
"313","USD","Tamara","Nath","20110223","1","3578,27","ab8a5dacb5"
"344","USD","Brianna","Simmons","20110223","1","3399,99","fc46560654"
"314","AUD","Tony","Nara","20110223","1","3578,27","7555bd76dd"
"314","DEM","Vanessa","Henderson","20110224","1","3578,27","8795845380"
"310","AUD","Cristina","Xie","20110224","1","3578,27","d7361668a7"
"310","GBP","Ariana","Bailey","20110225","1","3578,27","64d5563891"
"314","AUD","Evan","King","20110225","1","3578,27","c0a18ced3c"
"338","DEM","Nancy","Srini","20110226","1","699,0982","6e015f2023"
"314","DEM","Sharon","Kumar","20110226","1","3578,27","14b5071c04"
"310","DEM","Phillip","Rana","20110226","1","3578,27","a8df790948"
"314","DEM","Lori","Ramos","20110226","1","3578,27","4a53b90d7b"
"338","USD","Natalie","Rogers","20110226","1","699,0982","b890fe740a"
"350","AUD","Michele","Nath","20110226","1","3374,99","3d914fba50"
"313","AUD","Tabitha","Gomez","20110226","1","3578,27","827daa62f6"
"342","AUD","Karl","Rai","20110226","1","699,0982","88ed612856"
"310","USD","Ryan","Lal","20110227","1","3578,27","0ac03b5ee2"
"310","USD","Rebecca","Wright","20110227","1","3578,27","2277c77cc3"
"344","GBP","Anne","Hernandez","20110227","1","3399,99","be5c34937a"
"310","CAD","Richard","Bailey","20110227","1","3578,27","e245fa66f0"
"310","USD","Xavier","Roberts","20110227","1","3578,27","c557c01252"
"344","USD","Carlos","Carter","20110227","1","3399,99","e276d37e0c"
"310","AUD","Krystal","Lu","20110227","1","3578,27","96e7e1b7e3"
"313","DEM","Ashlee","Xu","20110228","1","3578,27","b3c1f9ac6c"
"349","FRF","Shannon","Dominguez","20110228","1","3374,99","9e996f1780"
"349","CAD","Lucas","Mitchell","20110228","1","3374,99","808ffec671"
"313","AUD","Paula","Romero","20110228","1","3578,27","0ebfbaccd8"
"311","AUD","Ronnie","Zhang","20110228","1","3578,27","a2edb3e4e1"
"351","AUD","Adam","Flores","20110228","1","3374,99","998fe5120b"
"310","GBP","Allen","Lopez","20110301","1","3578,27","ec9a89eb60"
"310","USD","Gabrielle","Hall","20110301","1","3578,27","215540b8bd"
"311","CAD","Lucas","Martin","20110301","1","3578,27","7f3bd0e1cc"
"314","AUD","Michelle","Cox","20110301","1","3578,27","4bbc033c8e"
"310","GBP","Jaime","Shen","20110302","1","3578,27","3cfe00656c"
"311","GBP","Charles","Taylor","20110302","1","3578,27","a9ad55689b"
"311","FRF","Brandi","Ruiz","20110302","1","3578,27","8e05d785c6"
"313","DEM","Shaun","Deng","20110302","1","3578,27","8b00edee5c"
"313","CAD","Jake","Zukowski","20110302","1","3578,27","bb8519aea4"
"313","USD","Brandon","Jones","20110302","1","3578,27","a8107b6158"
"312","AUD","Tammy","Raji","20110302","1","3578,27","3c5161af9b"
"310","AUD","Amy","Ma","20110302","1","3578,27","e613d5d403"
"313","AUD","Alejandro","Wang","20110302","1","3578,27","03bc57e20b"
"310","AUD","Alan","Zhu","20110302","1","3578,27","165c9a958e"
"310","USD","Charles","Moore","20110303","1","3578,27","8ffb051a76"
"312","AUD","Dale","Chande","20110303","1","3578,27","2a47b43c99"
"312","AUD","Carolyn","Munoz","20110303","1","3578,27","4fe9d99124"
"328","AUD","Zachary","Wilson","20110303","1","699,0982","a2a7792de5"
"346","GBP","Nicole","Brown","20110304","1","3399,99","d09474da17"
"312","USD","Jacqueline","Ward","20110304","1","3578,27","e0b3303ffa"
"311","USD","Katherine","Rodriguez","20110304","1","3578,27","1f51822b22"
"313","USD","Todd","Zhu","20110304","1","3578,27","56553ce4c2"
"346","USD","Jack","Collins","20110304","1","3399,99","e046abee6c"
"314","AUD","Willie","She","20110304","1","3578,27","2f8d3e7b46"
"311","DEM","Anne","Rubio","20110305","1","3578,27","fc6fd1fb8d"
"311","USD","Fernando","Turner","20110305","1","3578,27","f4734121fa"
"312","USD","Jenny","Wagner","20110305","1","3578,27","188a6c4cc2"
"314","GBP","Michele","Perez","20110306","1","3578,27","7c7e5bab6d"
"311","USD","Eric","Alexander","20110306","1","3578,27","40760ce47e"
"314","USD","Taylor","Davis","20110306","1","3578,27","f34523a2c4"
"310","USD","Marshall","Lal","20110306","1","3578,27","e9cbf1aa7f"
"313","AUD","Cedric","Chen","20110306","1","3578,27","51ceeea92f"
"338","USD","Kevin","Adams","20110306","1","699,0982","849f6205c3"
"314","AUD","Deborah","Kumar","20110306","1","3578,27","2a6e76cb66"
"313","FRF","Victor","Romero","20110307","1","3578,27","3f491c1313"
"311","USD","Billy","Alvarez","20110307","1","3578,27","55844b18c2"
"314","USD","Nicole","Howard","20110307","1","3578,27","4c841111d1"
"313","USD","Savannah","Evans","20110307","1","3578,27","09ef198566"
"338","USD","Gabrielle","Mitchell","20110307","1","699,0982","80008b5822"
"312","GBP","Spencer","Griffin","20110308","1","3578,27","662f2ac8ca"
"311","AUD","Maria","Watson","20110308","1","3578,27","f59765428a"
"313","AUD","Micah","Wu","20110308","1","3578,27","bb70b0fd11"
"314","FRF","Virginia","Sara","20110309","1","3578,27","91c327815a"
"350","GBP","Jerome","Romero","20110309","1","3374,99","9c16e5a505"
"312","USD","Jennifer","Barnes","20110309","1","3578,27","0d02e30606"
"350","USD","Morgan","Edwards","20110309","1","3374,99","cc7585b484"
"347","AUD","Marc","Diaz","20110309","1","3399,99","1c1dd0240a"
"312","AUD","Ruth","Arun","20110309","1","3578,27","2e30479a9f"
"310","AUD","Jaclyn","Ferrier","20110309","1","3578,27","661fee6828"
"310","USD","Clarence","Luo","20110310","1","3578,27","97a5f4aa7c"
"314","AUD","Michael","Moore","20110310","1","3578,27","f81b754201"
"310","AUD","Deanna","Mehta","20110310","1","3578,27","e1220df6de"
"347","USD","Reginald","Munoz","20110312","1","3399,99","940f58f449"
"313","AUD","Christy","Zheng","20110312","1","3578,27","f34fbc66f4"
"334","GBP","Theodore","Ruiz","20110313","1","699,0982","49e523dda1"
"322","GBP","Clarence","Nara","20110313","1","699,0982","34ed917033"
"348","AUD","Todd","Gao","20110313","1","3374,99","377171f339"
"310","AUD","Alicia","Beck","20110313","1","3578,27","72c0ab902e"
"312","DEM","Benjamin","Jackson","20110314","1","3578,27","11b4de0b3c"
"312","USD","Gabrielle","Coleman","20110314","1","3578,27","0f5c56af77"
"310","AUD","Stephanie","Gray","20110314","1","3578,27","5128370021"
"313","AUD","Carl","Goel","20110314","1","3578,27","5d076455bf"
"314","AUD","Victor","Sanz","20110314","1","3578,27","1f5cd8c828"
"312","USD","Alexandra","Stewart","20110315","1","3578,27","3c60dc177d"
"310","USD","Connor","Chen","20110315","1","3578,27","a19d100ed7"
"313","AUD","Trisha","Wang","20110315","1","3578,27","694a417629"
"311","AUD","Mayra","Kovar","20110315","1","3578,27","b992150d97"
"313","FRF","Calvin","Deng","20110316","1","3578,27","87b83152c8"
"311","USD","Tamara","Yang","20110316","1","3578,27","ede2a8a579"
"312","USD","William","Miller","20110316","1","3578,27","2438213afa"
"336","USD","Kyle","Diaz","20110316","1","699,0982","1c642e7453"
"312","AUD","Clayton","Deng","20110316","1","3578,27","62d11d8f8d"
"347","GBP","Shannon","Liu","20110317","1","3399,99","3e930d6757"
"313","USD","Bruce","Ward","20110317","1","3578,27","1178030256"
"347","USD","Alyssa","Wood","20110317","1","3399,99","71289a39d7"
"311","AUD","Darren","Rana","20110317","1","3578,27","999e5469b1"
"310","GBP","Logan","Wright","20110318","1","3578,27","0d5f4f3b01"
"313","USD","Katherine","Patterson","20110318","1","3578,27","0a128bac9f"
"312","USD","Isabella","Johnson","20110318","1","3578,27","987f740195"
"310","AUD","Terrence","Sharma","20110318","1","3578,27","407a3fbd8c"
"311","AUD","Jonathan","Green","20110318","1","3578,27","50a407a48f"
"312","USD","Jerry","Chander","20110319","1","3578,27","9ad4e97114"
"314","DEM","Andres","Shan","20110319","1","3578,27","7fb39e1ade"
"310","USD","Jon","Zhao","20110319","1","3578,27","2cf3962b7e"
"311","CAD","Jonathan","Mitchell","20110319","1","3578,27","76f3d9f686"
"338","USD","Marissa","Butler","20110319","1","699,0982","27f766bf45"
"345","AUD","Jon","Zhou","20110319","1","3399,99","06ed328306"
